"FilePath","Keywords","FileName"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\04-格式条款免责争议\判例\批量格式条款案例9.md","格式条款 免责条款 提示说明义务 加粗加黑 隐性免责条款","批量格式条款案例9"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\04-格式条款免责争议\判例\沙某丹多发性硬化隐性免责条款案.md","隐性免责条款 限制性条款 多发性硬化 释义 提示说明义务 小字体 未加粗","沙某丹多发性硬化隐性免责条款案"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\04-格式条款免责争议\判例\疲劳驾驶概括性免责条款无效案.md","疲劳驾驶 概括性条款 兜底条款 免责条款 加粗加黑 道交法 提示说明","疲劳驾驶概括性免责条款无效案"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\04-格式条款免责争议\判例\邓某驾驶证过期无证驾驶免责条款案.md","无证驾驶 驾驶证过期 免责条款 提示义务 加黑字体 电话回访 司法解释二第10条","邓某驾驶证过期无证驾驶免责条款案"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\04-格式条款免责争议\判例\钱某A型预激综合征隐性免责条款案.md","隐性免责条款 明确说明 心脏病释义 心肌梗死 A型预激综合征 投保人声明 不利解释","钱某A型预激综合征隐性免责条款案"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\05-复效保单效力争议\判例\2024-复效保单效力争议-胜诉.md","复效 等待期 免责条款 提示说明义务 猝死 重疾险","2024-复效保单效力争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\05-复效保单效力争议\判例\2024-辽06民终1148-复效保单效力争议-败诉.md","复效 等待期 加粗提示 回访录音 未如实告知 颅内占位 败诉","2024-辽06民终1148-复效保单效力争议-败诉"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\05-复效保单效力争议\判例\2025-冀0203民初13912-复效争议-胜诉.md","复效 保单失效 催缴义务 银行扣划 重疾险","2025-冀0203民初13912-复效争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\05-复效保单效力争议\判例\2025-复效保单效力争议-胜诉.md","复效 等待期 甲状腺结节 甲状腺癌 因果关系 重疾险","2025-复效保单效力争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\05-复效保单效力争议\判例\2025-天津铁路运输法院-理赔选择权争议-胜诉.md","理赔选择权 主险附加险 合同继续履行 投保人选择权 保险合同终止","2025-天津铁路运输法院-理赔选择权争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\05-复效保单效力争议\判例\2025-广州法院-复效保单效力争议-胜诉.md","复效 等待期180天 免责条款 提示说明义务 急性心肌梗死 重疾险","2025-广州法院-复效保单效力争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\05-复效保单效力争议\判例\2025-新29民终641-复效保单效力争议-胜诉.md","复效 等待期180天 免责条款 提示说明义务 甲状腺癌 类案","2025-新29民终641-复效保单效力争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\05-复效保单效力争议\判例\2025-深圳-复效保单效力争议-胜诉.md","复效 等待期一年 合同效力恢复 免责条款 胃癌 保险法解释三","2025-深圳-复效保单效力争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\05-复效保单效力争议\判例\2025-西安碑林法院-复效保单效力争议-败诉.md","复效 等待期 诚信原则 拖延确诊 合理期间 败诉 甲状腺癌","2025-西安碑林法院-复效保单效力争议-败诉"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\05-复效保单效力争议\判例\2026-冀02民终2693-复效保单效力争议-胜诉.md","复效 保单失效 自动扣款 催缴义务 宽限期 重疾险","2026-冀02民终2693-复效保单效力争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\05-复效保单效力争议\判例\袁某复效等待期出险案.md","保单复效 等待期 免责条款 明确说明义务 180天 扣款失败","袁某复效等待期出险案"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\05-复效保单效力争议\判例\韩某复效等待期内出险案.md","复效 等待期 明确说明 回访电话 投保期间 赔付方法 免责条款","韩某复效等待期内出险案"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\06-先天性畸形免责争议\判例\(2025)内04民终5072号-先天性畸形免责争议-维持原判.md","重疾险、先天性畸形免责、肝移植、多囊肝、明确说明义务、ICD-10","(2025)内04民终5072号-先天性畸形免责争议-维持原判"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\06-先天性畸形免责争议\判例\(2025)内04民终5313号-先天性畸形免责争议-部分改判.md","重疾险、先天性畸形免责、多囊肾、尿毒症、明确说明义务、扣除保费","(2025)内04民终5313号-先天性畸形免责争议-部分改判"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\06-先天性畸形免责争议\判例\2024-冀01民终5515-先天性畸形免责争议-维持原判.md","先天性畸形 免责条款 提示说明义务 ICD-10 脑动静脉畸形 重大疾病 二审","2024-冀01民终5515-先天性畸形免责争议-维持原判"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\06-先天性畸形免责争议\判例\2024-冀0930民初333-先天性畸形免责争议-胜诉.md","先天性畸形 主动脉手术 格式条款解释 重大疾病 因果关系","2024-冀0930民初333-先天性畸形免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\06-先天性畸形免责争议\判例\2024-湖北省老河口市法院-先天性畸形免责争议-调解.md","先天性畸形 主动脉狭窄 说明义务 举证责任 调解 高考体检","2024-湖北省老河口市法院-先天性畸形免责争议-调解"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\06-先天性畸形免责争议\判例\2024-长春市绿园区法院-先天性畸形免责争议-胜诉.md","先天性畸形 房间隔缺损 提示说明义务 代办投保 免责条款效力 学生","2024-长春市绿园区法院-先天性畸形免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\06-先天性畸形免责争议\判例\2025-冀0130民初960-先天性畸形免责争议-部分胜诉.md","先天性畸形 免责条款 提示说明义务 ICD-10 微创颅脑手术 下丘脑错构瘤 豁免保费","2025-冀0130民初960-先天性畸形免责争议-部分胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\06-先天性畸形免责争议\判例\2025-内04民终5072-先天性畸形免责争议-二审维持.md","先天性畸形免责争议、肝移植、多囊肝、ICD-10、明确说明义务、匿名案件","2025-内04民终5072-先天性畸形免责争议-二审维持"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\06-先天性畸形免责争议\判例\2025-内04民终5313-先天性畸形免责争议-二审改判.md","先天性畸形免责争议、多囊肾、尿毒症、肾脏透析、明确说明义务、匿名案件","2025-内04民终5313-先天性畸形免责争议-二审改判"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\06-先天性畸形免责争议\判例\2025-北京市怀柔区法院-先天性畸形免责争议-胜诉.md","先天性畸形 ICD-10 提示说明义务 蝇头小字 脚注 开颅手术 儿童 全额赔付","2025-北京市怀柔区法院-先天性畸形免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\06-先天性畸形免责争议\判例\2025-河南省商水县法院-先天性畸形免责争议-部分胜诉.md","先天性畸形 心脏手术 逐一审查 部分赔付 三尖瓣成形术 格式条款解释","2025-河南省商水县法院-先天性畸形免责争议-部分胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\06-先天性畸形免责争议\判例\小邱胆总管囊肿免责条款争议案.md","先天性畸形 ICD-10 胆总管囊肿 明确说明义务 代理人投保 免责条款","小邱胆总管囊肿免责条款争议案"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\06-先天性畸形免责争议\判例\梁某胆总管囊肿病理与临床诊断争议案.md","胆总管囊肿 病理诊断 临床诊断 ICD-10 先天性畸形 免责条款 病历效力","梁某胆总管囊肿病理与临床诊断争议案"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\07-其他争议\判例\2025-冀8601民初902-其他争议-调解.md","豁免保费 调解 重大疾病 理赔后续 多倍保障","2025-冀8601民初902-其他争议-调解"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\09-诉讼时效争议\判例\(2024)沪74民终469号-诉讼时效争议-败诉.md","诉讼时效 另案起诉 时效中断 撤诉 上海金融法院","(2024)沪74民终469号-诉讼时效争议-败诉"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\09-诉讼时效争议\判例\2011-句容市法院-诉讼时效争议-胜诉.md","诉讼时效 时效中断 核定通知 起算点 权利受侵害","2011-句容市法院-诉讼时效争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\09-诉讼时效争议\判例\2021-长沙芙蓉区法院-诉讼时效争议-胜诉.md","诉讼时效 拖延理赔 拒赔通知 时效起算 保险公司懈怠","2021-长沙芙蓉区法院-诉讼时效争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\09-诉讼时效争议\判例\2025-温宿县法院-诉讼时效争议-胜诉.md","诉讼时效 执行终本 第三者索赔 时效中断 重新起算","2025-温宿县法院-诉讼时效争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\09-诉讼时效争议\判例\2025-阜新蒙古族自治县法院-诉讼时效争议-胜诉.md","诉讼时效 定损通知 同意履行 时效抗辩权丧失","2025-阜新蒙古族自治县法院-诉讼时效争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\10-承保前出险争议\判例\谢某交费后承保前身故案.md","承保前出险 预交保费 合同成立 核保期间 缔约过失 保险法第13条","谢某交费后承保前身故案"
"D:\Claude\wyt知识库\02-Areas\判例库\01-重疾险\13-既往症免责争议\判例\2025-上海金融法院-肺结节既往症免责-胜诉.md","肺结节 既往症 影像学体征 疾病定义 团体重疾险 不利解释 最高院典型案例 举证责任","2025-上海金融法院-肺结节既往症免责-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\01-未如实告知拒赔\判例\(2025)吉07民终1528号-未如实告知拒赔-驳回上诉维持原判.md","未如实告知, 既往症, 便血, 举证责任, 电子投保, 匿名案件","(2025)吉07民终1528号-未如实告知拒赔-驳回上诉维持原判"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\01-未如实告知拒赔\判例\2010-昆民四终字第495号-自述病历冲突解除权丧失-胜诉.md","如实告知、病历自述、解除权、饮酒史、合理期限","2010-昆民四终字第495号-自述病历冲突解除权丧失-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\01-未如实告知拒赔\判例\2018-京04民终162号-重要事实举证义务-胜诉.md","重要事实、举证责任、解除权、甲状腺结节、核定期限","2018-京04民终162号-重要事实举证义务-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\01-未如实告知拒赔\判例\2018-渝03民终209号-不可抗辩超过两年-胜诉.md","不可抗辩条款、两年期间、解除权、截止日认定","2018-渝03民终209号-不可抗辩超过两年-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\01-未如实告知拒赔\判例\2018-豫10民终797号-未询问不构成未告知-胜诉.md","如实告知、询问义务、举证责任、不可抗辩、代签名","2018-豫10民终797号-未询问不构成未告知-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\01-未如实告知拒赔\判例\2018-鄂05民终3278号-网络投保解除权期限-胜诉.md","网络投保、明确说明义务、如实告知、解除权期限、症状询问","2018-鄂05民终3278号-网络投保解除权期限-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\01-未如实告知拒赔\判例\2019-渝0114民初2047号-解除权行使期限-胜诉.md","解除权、通知送达、30日期限、投保人与被保险人","2019-渝0114民初2047号-解除权行使期限-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\01-未如实告知拒赔\判例\2019-渝05民终3049号-询问内容为限-胜诉.md","如实告知、询问范围、概括性询问、电话投保、询问告知主义","2019-渝05民终3049号-询问内容为限-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\01-未如实告知拒赔\判例\2019-豫1721民初1831号-解除权超过30日消灭-胜诉.md","解除权、30日期限、如实告知、解除权消灭","2019-豫1721民初1831号-解除权超过30日消灭-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\01-未如实告知拒赔\判例\2020-沪0115民初70257号-病历主诉不能直接证明未告知-胜诉.md","病历主诉, 患者主诉, 未如实告知, 证明力, 体检发现, 甲状腺结节","2020-沪0115民初70257号-病历主诉不能直接证明未告知-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\01-未如实告知拒赔\判例\2020-鄂05民终1797号-投保前确诊淋巴瘤未告知-败诉.md","未如实告知, 合同解除权, 投保前已确诊, 两年不可抗辩, 如实告知义务, 恶性肿","2020-鄂05民终1797号-投保前确诊淋巴瘤未告知-败诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\01-未如实告知拒赔\判例\2022-冀0130民初2442-如实告知争议-胜诉.md","如实告知 带病投保 举证责任 理赔调查报告 医疗险 椎间盘突出","2022-冀0130民初2442-如实告知争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\01-未如实告知拒赔\判例\2022-冀0922民初654-未如实告知拒赔-胜诉.md","未如实告知 乳腺增生 两年询问期 健康问卷","2022-冀0922民初654-未如实告知拒赔-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\01-未如实告知拒赔\判例\2022-冀8601民初1168-未如实告知拒赔-胜诉.md","未如实告知 业务员代为填写 健康询问 告知义务的前提","2022-冀8601民初1168-未如实告知拒赔-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\01-未如实告知拒赔\判例\2023-冀01民终10869-未如实告知拒赔-维持原判.md","未如实告知 川崎病 重大过失 承保决定 冠状动脉扩张","2023-冀01民终10869-未如实告知拒赔-维持原判"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\01-未如实告知拒赔\判例\2023-冀01民终1910-如实告知争议-维持原判.md","如实告知 免赔额 免责条款 提示说明义务 二审 医疗险","2023-冀01民终1910-如实告知争议-维持原判"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\01-未如实告知拒赔\判例\2023-冀8601民初1343-如实告知争议-部分胜诉.md","如实告知 重大过失 合同解除权 核保规则 免赔额 免责条款 业务员过错","2023-冀8601民初1343-如实告知争议-部分胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\01-未如实告知拒赔\判例\2024-沪74民终815-未如实告知拒赔-败诉.md","未如实告知 肺部结节 互联网医疗险 健康告知 败诉","2024-沪74民终815-未如实告知拒赔-败诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\01-未如实告知拒赔\判例\2024-鄂0104民初3006-未如实告知拒赔-胜诉.md","未如实告知 独立合同 健康询问 心脏增大 医疗险","2024-鄂0104民初3006-未如实告知拒赔-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\01-未如实告知拒赔\判例\2025-冀8601民初1824-未如实告知拒赔-胜诉.md","医疗险 未如实告知 既往症 合同解除权 30日除斥期间 免赔额 物理治疗","2025-冀8601民初1824-未如实告知拒赔-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\01-未如实告知拒赔\判例\2025-吉07民终1528-未如实告知拒赔-胜诉.md","未如实告知 既往症 电子投保 癌症 百万医疗 跨保单赔付","2025-吉07民终1528-未如实告知拒赔-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\01-未如实告知拒赔\判例\2025-焦作解放区法院-线上投保未如实告知高血压-胜诉.md","线上投保 未如实告知 高血压 健康问卷 保险公司注意义务 询问明确性 心梗","2025-焦作解放区法院-线上投保未如实告知高血压-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\01-未如实告知拒赔\判例\2025-豫17民终4075-未如实告知拒赔-胜诉.md","医疗险 未如实告知 线上投保 询问义务 因果关系 免责条款 明确说明义务 百万医疗","2025-豫17民终4075-未如实告知拒赔-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\01-未如实告知拒赔\判例\好医保长期医疗未如实告知住院调解案.md","好医保 长期医疗 未如实告知 调解 恢复保单 举证不足","好医保长期医疗未如实告知住院调解案"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\01-未如实告知拒赔\判例\平安财险风湿性心脏病未告知胜诉案.md","既往症 未如实告知 带病投保 诚信原则 心脏病 举证责任","平安财险风湿性心脏病未告知胜诉案"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\01-未如实告知拒赔\判例\待确认-四川崇州刘某-未如实告知拒赔-胜诉.md","网络投保 免责条款 提示说明义务 回溯视频 乳腺癌 医疗险","待确认-四川崇州刘某-未如实告知拒赔-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\01-未如实告知拒赔\判例\待确认-贵州毕节中院谢女士-未如实告知拒赔-胜诉.md","未如实告知 健康告知范围 因果关系 椎间盘突出 胃食管反流 急性胰腺炎","待确认-贵州毕节中院谢女士-未如实告知拒赔-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\01-未如实告知拒赔\判例\郭某医保卡代开药理赔案.md","医保卡外借 代开药 自证清白 体检报告 证据链 心脏手术","郭某医保卡代开药理赔案"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\02-既往症免责争议\判例\(2025)豫0902民初13687号-急性病身故既往症免责举证-判赔223363元.md","急性病身故, 既往症免责, 举证责任, 旅行意外险, 脑血管病, 旅行社投保, 遗体送返, 匿名案件","(2025)豫0902民初13687号-急性病身故既往症免责举证-判赔223363元"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\02-既往症免责争议\判例\2018-鲁0181民初8656-既往症免责争议-部分胜诉.md","既往症免责, 提示说明义务, 损失补偿原则, 学平险, 重复保险, 免赔额条款","2018-鲁0181民初8656-既往症免责争议-部分胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\02-既往症免责争议\判例\2019-鲁01民终10882-既往症免责争议-胜诉.md","既往症 免责条款 提示说明义务 损失补偿原则 学生意外险 医疗险","2019-鲁01民终10882-既往症免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\02-既往症免责争议\判例\2024-冀8601民初1947-既往症免责争议-胜诉.md","既往症 如实告知 合同解除权 提示说明义务 电子投保 医疗险 百万医疗","2024-冀8601民初1947-既往症免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\02-既往症免责争议\判例\2024-北京市海淀区法院-既往症免责争议-胜诉.md","既往症 强制阅读流程 提示说明义务 等待期 少儿 腺样体 扁桃体 百万医疗","2024-北京市海淀区法院-既往症免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\02-既往症免责争议\判例\2024-北京市西城区法院-既往症免责争议-胜诉.md","既往症 代谢综合征 胃袖状切除术 美容整形 减重手术 明确诊断","2024-北京市西城区法院-既往症免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\02-既往症免责争议\判例\2024-晋中市太谷区法院-既往症免责争议-胜诉.md","既往症 电子保单 提示说明义务 网页 音频 视频 高血压 基底节出血","2024-晋中市太谷区法院-既往症免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\02-既往症免责争议\判例\2024-绵阳市涪城区法院-既往症免责争议-胜诉.md","既往症 颅内占位 恶性肿瘤 确诊 知晓患病 连续投保 健康保险","2024-绵阳市涪城区法院-既往症免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\02-既往症免责争议\判例\2024-鄂0104民初3006-既往症免责争议-胜诉.md","既往症 独立合同 重新询问 自愿承保 中英人寿 心脏增大 心脏瓣膜手术 继续履行","2024-鄂0104民初3006-既往症免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\02-既往症免责争议\判例\2025-冀0130民初2420-既往症免责争议-胜诉.md","既往症 冀惠保 投保期间 承保审核 心脑血管疾病 补充健康保险","2025-冀0130民初2420-既往症免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\02-既往症免责争议\判例\2025-新疆吉木萨尔县法院-既往症免责争议-胜诉.md","既往症 尺神经炎 两年不可抗辩 百万医疗 人人安康 连续投保","2025-新疆吉木萨尔县法院-既往症免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\02-既往症免责争议\判例\2025-衢州柯城区法院-检验单异常非既往症-既往症免责争议-胜诉.md","既往症 检验单异常 指标波动 确诊标准 举证责任 医疗险","2025-衢州柯城区法院-检验单异常非既往症-既往症免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\02-既往症免责争议\判例\2025-豫0902民初13687-既往症免责争议-部分胜诉.md","旅游意外险 急性病身故 既往症除外 举证责任 脑出血 丧葬费","2025-豫0902民初13687-既往症免责争议-部分胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\02-既往症免责争议\判例\2026-河北平泉市法院-既往症免责争议-胜诉.md","既往症 主诉 腰椎间盘突出 举证责任 病历 百万医疗","2026-河北平泉市法院-既往症免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\03-格式条款免责争议\判例\2012-海民初字第10055号-住院补贴不终止-胜诉.md","住院补贴、保险期间、持续治疗、保险责任、保险事故发生时间","2012-海民初字第10055号-住院补贴不终止-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\03-格式条款免责争议\判例\2014-钦民一终字第247号-损失补偿原则不适用-胜诉.md","损失补偿原则、人身保险、重复投保、免责条款、明确说明义务、社会保险竞合","2014-钦民一终字第247号-损失补偿原则不适用-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\03-格式条款免责争议\判例\2018-粤01民终11900号-确诊时间争议-胜诉.md","确诊时间、等待期、格式条款解释、病理报告、不利解释原则","2018-粤01民终11900号-确诊时间争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\03-格式条款免责争议\判例\2020-京0101民初4106号-未提供绿色就医通道-部分胜诉.md","绿色就医通道, 增值服务, 附随义务, 违约责任, 重疾绿通","2020-京0101民初4106号-未提供绿色就医通道-部分胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\03-格式条款免责争议\判例\2020-京02民终7960号-初次发生隐性免责-胜诉.md","隐性免责条款, 初次发生, 等待期, 不利解释原则, 格式条款, 明确说明义务","2020-京02民终7960号-初次发生隐性免责-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\03-格式条款免责争议\判例\2020-京03民终4468号-限制治疗方式条款-胜诉.md","限制治疗方式条款, 合理期待原则, 重疾险, 格式条款, 客观不能","2020-京03民终4468号-限制治疗方式条款-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\03-格式条款免责争议\判例\2020-粤14民终320号-网络投保免责条款未说明-胜诉.md","网络投保, 明确说明义务, 免责条款, 遗传性疾病, 强制阅读, 不利解释","2020-粤14民终320号-网络投保免责条款未说明-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\03-格式条款免责争议\判例\2020-鄂0505民初253号-院外购药-胜诉.md","院外购药, 指定医疗机构, 不利解释原则, 合理且必要, 医药分离, 药品费, 格式条款","2020-鄂0505民初253号-院外购药-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\03-格式条款免责争议\判例\2024-冀0109民初290-格式条款免责争议-胜诉.md","先天性畸形 格式条款 电子投保 提示说明义务 房间隔缺损","2024-冀0109民初290-格式条款免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\03-格式条款免责争议\判例\2024-冀0531民初74-格式条款免责争议-部分胜诉.md","既往症 格式条款 电子投保 提示说明义务 心房颤动","2024-冀0531民初74-格式条款免责争议-部分胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\03-格式条款免责争议\判例\2025-冀01民终6841-格式条款免责争议-胜诉.md","医疗险 冀惠保 先天疾病 格式条款 ICD-10 原发性免疫缺陷 明确说明义务","2025-冀01民终6841-格式条款免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\03-格式条款免责争议\判例\2025-吉07民终1612-格式条款免责争议-胜诉.md","特药目录 超适应症用药 药品说明书 提示说明义务 癌症特药","2025-吉07民终1612-格式条款免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\03-格式条款免责争议\判例\2025-河南武陟县法院-胚胎移植重症免责条款拒赔-胜诉.md","格式条款 免责条款 提示说明义务 不孕不育 胚胎移植 因果关系 医疗险","2025-河南武陟县法院-胚胎移植重症免责条款拒赔-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\03-格式条款免责争议\判例\2025-皖03民终2283-格式条款免责争议-胜诉.md","饮酒免责 酒精性肝硬化 免赔额 格式条款 提示说明义务 电子投保","2025-皖03民终2283-格式条款免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\03-格式条款免责争议\判例\2025-豫1025民初5018-格式条款免责争议-胜诉.md","医疗险 学平险 先天性疾病 免责条款 提示说明义务 条款送达","2025-豫1025民初5018-格式条款免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\03-格式条款免责争议\判例\保险产品停售未续保纠纷案.md","产品停售 续保 告知义务 损失分担 医疗险 诚实信用","保险产品停售未续保纠纷案"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\03-格式条款免责争议\判例\外购靶向药合理医疗费用胜诉案.md","外购药 靶向药 乳腺癌 合理医疗费用 条款限制 调解","外购靶向药合理医疗费用胜诉案"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\03-格式条款免责争议\判例\百万医疗免责条款未说明无效案.md","百万医疗 免责条款 提示说明义务 胚胎移植术 举证责任 医保自费","百万医疗免责条款未说明无效案"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\03-格式条款免责争议\判例\脑出血康复治疗免责条款无效案.md","康复治疗 免责条款 提示说明 医疗险 脑出血 后续治疗","脑出血康复治疗免责条款无效案"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\03-格式条款免责争议\判例\脑起搏器植入器具免责条款无效案.md","脑起搏器 植入器具 免责条款 医疗险 必要治疗 调解","脑起搏器植入器具免责条款无效案"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\04-先天性畸形免责争议\判例\(2025)冀0125民初3361号-先天性畸形免责争议-保险公司赔付保险金.md","卵圆孔未闭, 先天性畸形, 免责条款, 提示说明义务, 电子投保, 匿名案件","(2025)冀0125民初3361号-先天性畸形免责争议-保险公司赔付保险金"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\04-先天性畸形免责争议\判例\(2025)吉07民终1680号-先天性畸形免责争议-维持原判.md","医疗险、学生住院医疗、先天性畸形免责、动静脉畸形、脑出血、明确说明义务、回执签字","(2025)吉07民终1680号-先天性畸形免责争议-维持原判"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\04-先天性畸形免责争议\判例\2021-冀09民终8041-先天性畸形免责争议-胜诉.md","先天性疾病, 双子宫, 概括性条款, 明确说明义务, 健康告知, 因果关系, 医疗险","2021-冀09民终8041-先天性畸形免责争议-胜诉"
